id,char1,char2,char3,char4,example,mean,py1,py2,py3,py4,pytone1,pytone2,pytone3,pytone4,source
1911,大,江,东,去,,长江的水往东奔流而去。后借用为词牌名。多表示陈迹消逝，历史向前发展。,da,jiang,dong,qu,dà,jiāng,dōng,qù,宋·苏轼《赤壁怀古》：“大江东去，浪淘尽，千古风流人物。”
1912,大,江,南,北,而～，以文名天下者，几于昌（猖）狂无理，排溺一世之人，其势力至今未已。（清·恽敬《上曹俪笙侍郎书》）,指靠临长江中下游两岸的广大地区。,da,jiang,nan,bei,dà,jiāng,nán,běi,
1913,大,街,小,巷,,城镇里的街道里弄，概指都市里的各处地方。,da,jie,xiao,xiang,dà,jiē,xiǎo,xiàng,明·施耐庵《水浒全传》第六十六回：“正月十五日，上元佳节，好生晴朗，黄昏月上，六街三市，各处坊隅巷陌，点花放灯，大街小巷，都有社火。”
1914,大,节,不,夺,,大节：临难不苟的节操；夺：丧失。指面临生死关头，仍不改变其原来志向。,da,jie,bu,duo,dà,jié,bù,duó,《论语·泰伯》：“临大节而不可夺也。”
1915,大,惊,失,色,金方伯听见不是王慕维，又自称举人，不觉～。（清·张春帆《宦海》第二回）,非常害怕，脸色都变了。,da,jing,shi,se,dà,jīng,shī,sè,《汉书·霍光传》：“群臣皆惊愕失色，莫敢发言。”
1916,大,惊,小,怪,兄弟，休要～的，则他便是杨衙内，是个有权有势的的。（元·李文蔚《燕青博鱼》第一折）,形容对没有什么了不起的的事情过分惊讶。,da,jing,xiao,guai,dà,jīng,xiǎo,guài,宋·朱熹《答林择之》：“要肱把此事做一平常事看，朴实头做将去，久之自然见效，不必如此大惊小怪，起模画样也。”
1917,大,开,大,合,今年天作奇文章，～为弛张。（清·赵翼《忧旱》）,形容文思跌荡，放得开，收得拢。,da,dai,da,he,dà,dāi,dà,hé,
1918,大,开,眼,界,,开阔视野，增回见识。,da,dai,yan,jie,dà,dāi,yǎn,jiè,唐·李濬《松窗杂录·楚几》：“光业马上取笔答之，曰：‘大开眼界莫言冤。’”
1919,大,块,文,章,眉山苍苍，～，兽纽头，篆鸟迹，中空无物，何止容卿辈数十。（清·黄景仁《砚铭》）,大块：大地。原指大自然锦绣般美好的景色。后用以称赞别人内容丰富的长篇文章。,da,kuai,wen,zhang,dà,kuài,wén,zhāng,唐·李白《春夜宴从弟桃李园序》：“况阳春召我以烟景，大块假我以文章。”
1920,大,快,人,心,“老江，你看多么～呀！”说到这里，她喘了一口气，发觉自己太兴奋了。（杨沫《青春之歌》第二部第三十九章）,指坏人坏事受到惩罚或打击，使大家非常痛快。,da,kuai,ren,xin,dà,kuài,rén,xīn,清·全祖望《移诘宁守魏某帖子》：“若果有激浊扬清之当道，则乘是狱之起，并其监生而黜之，是为大快人心者矣。”
1921,大,浪,淘,沙,这支队伍经过严峻的锻炼和考验，质量更高了，是～保留下来的精华。（粟裕《激流归大海》）,淘：用水冲洗。去掉杂质。在大浪中洗净沙石。比喻在激烈的斗争中经受考验、筛选。,da,lang,tao,sha,dà,làng,táo,shā,
1922,大,辂,椎,轮,然～之功，不可泯也。（清·沈惟贤《万国演义序》）,大辂：古代大车；椎轮：无辐原始车轮。华美的大车是从无辐车轮的原始车开始的。比喻事物的进化，是从简到繁，从粗到精。,da,lu,zhui,lun,dà,lù,zhuī,lún,南朝·梁·萧统《文选序》：“若夫椎轮为大辂之始，大辂宁有椎轮之质？”
1923,大,梦,初,醒,从一九年以来，她才仿佛从～似的，又从事于版画了。（鲁迅《且介亭杂文末编·〈凯绥·珂勒惠支版画选集〉序目》）,象做了一场大梦才醒。比喻被错误的东西蒙蔽了许久，开始醒悟过来。,da,meng,chu,xing,dà,mèng,chū,xǐng,《庄子·齐物论》：“且有大觉，而后知此其大梦也。”
1924,大,名,鼎,鼎,你一到京打听人家，像他这样～，还怕有不晓得的。（清·李宝嘉《官场现形记》第二十四回）,鼎鼎：盛大的样子。形容名气很大。,da,ming,ding,ding,dà,míng,dǐng,dǐng,
1925,大,明,法,度,,明：严明；法度：规矩，制度。大力严明制度、法规。,da,jing,fa,du,dà,jíng,fǎ,dù,宋·王安石《上时政疏》：“盖夫天下之大器也，非大明法度，不足以维持，非众建贤才，不足以保守。”
1926,大,谬,不,然,从表面看，似乎既称红军，就可以不要党代表了，实在～。（《毛泽东选集·井岗山的斗争》）,谬：荒谬，错误；然：如此，这样。大错特错，完全不是这样。,da,miu,bu,ran,dà,miù,bù,rán,汉·司马迁《报任少卿书》：“而事乃有大谬不然者夫。”
1927,大,模,大,样,安禄山，我且问你，这般～是几时起的？（清·洪昇《长生殿》第十三出）,形容态度傲慢，目中无人的样子。,da,mo,da,yang,dà,mó,dà,yàng,明·王世桢《鸣凤记》第二十三出：“又见他烈烈轰轰，呼呼喝喝，大模大样，前遮后拥，把那街上闲人尽打开。”
1928,大,莫,与,京,,莫：没有谁；京：大。指大得无法相比。,da,mo,yu,jing,dà,mò,yǔ,jīng,《左传·庄公二十二年》：“八世之后，莫之与京。”
1929,大,谋,不,谋,,具有远大谋略的人，表面上好像看不出谋略。,da,mou,bu,mou,dà,móu,bù,móu,《六韬·武韬·发启》：“大谋不谋，大勇不勇。”
1930,大,难,不,死,,难：灾祸。遇到巨大的灾难而没有死掉。形容幸运地脱险。,da,nan,bu,si,dà,nàn,bù,sǐ,元·关汉卿《裴度还带》第三折：“夫人云：皆是先生阴德太重，救我一家之命。因此遇大难不死，必有后程，准定发迹也。”
1931,大,难,临,头,他仿佛已经有什么～似的，说话有些口吃了，声音也发着抖。（鲁迅《彷徨·弟兄》）,难：灾祸；临：来到。大祸落到头上。,da,nan,lin,tou,dà,nàn,lín,tóu,
1932,大,逆,不,道,汝赖吾玉玺，僭称帝号，背反汉室，～！吾方欲加兵问罪，岂肯反助贼乎！（明·罗贯中《三国演义》第十七回）,逆：叛逆；道：指封建道德；不道：违反封建道德。旧时统治阶级对破坏封建秩序的人所加的重大罪名。,da,ni,bu,dao,dà,nì,bù,dào,《史记·高祖本纪》：“天下所不容，大逆无道。”《汉书·杨恽传》：“为妖恶言，大逆不道，请逮捕治。”
1933,大,气,磅,礴,,形容气势浩大。,da,qi,pang,bo,dà,qì,páng,bó,
1934,大,器,晚,成,二位先生高才久屈，将来定是～的。（清·吴敬梓《儒林外史》第四十九回）,大器：比喻大才。指能担当重任的人物要经过长期的锻炼，所以成就较晚。也用做对长期不得志的人的安慰话。,da,qi,wan,cheng,dà,qì,wǎn,chéng,《老子》：“大方无隅，大器晚成。”
1935,大,千,世,界,～无奇不有，充满了矛盾。,佛教用语，世界的千倍叫小千世界，小千世界的千倍叫中千世界，中千世界的千倍叫大千世界。后指广大无边的人世。,da,qian,shi,jie,dà,qiān,shì,jiè,宋·释道原《景德传灯录》卷九：“长老身材勿量大，笠子太小生。师云：‘虽然如此大千世界总在里许。’”
1936,大,巧,若,拙,,拙：笨。指真正聪明的人，不显露自己，从表面看，好象笨拙。,da,qiao,ruo,zhuo,dà,qiǎo,ruò,zhuō,《老子》第四十五章：“大直若屈，大巧若拙，大辨若讷。”
1937,大,权,独,揽,他却忘其所以，～，只弄些小聪明，闹些空意气。（清·曾朴《孽海花》第六回）,揽：把持。一个人把持着权力，独断专行。,da,quan,du,lan,dà,quán,dú,lǎn,
1938,大,权,旁,落,现在京里，很有人说亲家的闲话说亲家请了一位洋人做老夫子，～，自己一点事不问。（清·李宝嘉《官场现形记》第五十八回）,处理重大事情的权力落到旁人手里（多指领导人被架空）。,da,quan,pang,luo,dà,quán,páng,luò,明·东鲁古狂生《醉醒石》第十一回：“借光唬百兽，大权叹旁落。”
1939,大,权,在,握,王安石得到神宗皇帝的支持，～，就全力来推行一些新的政治。（蒲韧《二千年间》九）,手中掌握有很大权力。,da,quan,zai,wo,dà,quán,zài,wò,
1940,大,人,虎,变,,虎变：如虎身花纹的变化。比喻居上位者出处行动变化莫测。,da,ren,hu,bian,dà,rén,hǔ,biàn,《周易·革》：“大人虎变，未占有孚。”
1941,大,仁,大,义,,形容为人宽厚，尊崇仁义。,da,ren,da,yi,dà,rén,dà,yì,明·罗贯中《三国演义》第四十三回：“至于刘琮降（曹）操，豫州（刘备）实不知；且又忍乘乱夺同宗之基业，此真大仁大义也。”
1942,大,煞,风,景,漂亮的公园里，鸟语花香，路边却堆着一堆垃圾，真是～。,损伤美好的景致。比喻败坏兴致。,da,sha,feng,jing,dà,shā,fēng,jǐng,唐·李商隐《杂纂》把“花间喝道”、“月下把火”等列为“杀风景”的事情。
1943,大,厦,栋,梁,,比喻担负国家重任的人才。,da,sha,dong,liang,dà,shà,dòng,liáng,《晋书·和峤传》：“太傅从事中郎庾顗见而叹曰：‘峤森森如千丈松，虽磥砢多节目，施之大厦，有栋梁之用。’”
1944,大,厦,将,倾,其实，这也难怪，～，独木难支，谁又不是这样？（罗广斌、杨益言《红岩》）,高楼大屋，眼看就要倒了。比喻即将来临的崩溃局势。,da,sha,jiang,qing,dà,shà,jiāng,qīng,《文中子·事君》：“大厦将颠，非一木所支也。”
1945,大,声,疾,呼,我们可以～，而不要隐晦曲折，使人民大众不易看懂。（毛泽东《在延安文艺座谈会上的讲话》）,疾：快。大声呼喊，引起人们注意。,da,sheng,ji,hu,dà,shēng,jí,hū,唐·韩愈《后十九日复上宰相书》：“行且不息，以蹈于穷饿之水火，其既危且亟矣，大其声而疾呼矣。”
1946,大,失,人,望,,指在群众中严重丧失威望，威信扫地。,da,shi,ren,wang,dà,shī,rén,wàng,《史记·高祖本记》：“秦人大失望。”
1947,大,失,所,望,瑞虹～，但到此地间，无可奈何。（明·冯梦龙《醒世恒言》卷三十六）,表示原来的希望完全落空。,da,shi,suo,wang,dà,shī,suǒ,wàng,《史记·高祖本记》：“秦人大失望。”
1948,大,是,大,非,,属于政治原则性的是非问题。,da,shi,da,fei,dà,shì,dà,fēi,
1949,大,事,铺,张,,指对场面特别安排，过于讲究，以显示自己的阔绰。多用于婚丧大事。,da,shi,pu,zhang,dà,shì,pū,zhāng,
1950,大,事,去,矣,,去：失去。形容事情无法挽回了。多指政权丧失，国家灭亡等大事。,da,shi,qu,yi,dà,shì,qù,yǐ,汉·荀悦《汉纪·高祖纪》：“诚用此计，大事去矣。”  北周·庾信《哀江南赋》：“大事去矣，人之云亡。”
1951,大,势,所,趋,解放区人民的力量，大后方人民的力量，国际形势，～，使得国民党不得不承认这些东西。（毛泽东《关于重庆谈判》）,大势：指整个局势。整个局势发展的趋向。,da,shi,suo,qu,dà,shì,suǒ,qū,宋·陈亮《上孝宗皇帝第三书》：“天下大势之所趋，非人力之所能移也。”
1952,大,势,已,去,,大势：事情发展的趋势。有利的形势已经丧失，前途已经没有希望。,da,shi,yi,qu,dà,shì,yǐ,qù,明·许仲琳《封神演义》第九十七回：“纣王看见，不觉大惊，知大势已去，非人力可挽。”
1953,大,手,大,脚,他平时不节俭，花钱总是～的。,形容花钱、用东西不节省。,da,shou,da,jiao,dà,shǒu,dà,jiǎo,清·曹雪芹《红楼梦》第五十一回：“成年家大手大脚的，替太太不知背地里赔垫了多少东西，真真赔的是说不出来的，那里又和太太算去。”
1954,大,书,特,书,倘令为林文忠作传，则烧鸦片一事，固当～。（清·吴汝纶《答严几道》）,书：写。大写特写。指对意义重大的事情特别郑重地加以记载。,da,shu,te,shu,dà,shū,tè,shū,唐·韩愈《答元侍御书》：“而足下年尚强，嗣德有继，将大书特书，屡书不一书而已也。”
1955,大,树,将,军,武帝尝指道根示尚书令沈约，美其口不论勋。约曰：“此陛下之～也。”（南史·冯道要列传《）,原指东汉冯异。后常指不居功自傲的将领。,da,shu,jiang,jun,dà,shù,jiāng,jūn,《后汉书·冯异传》：“诸将军并坐论功，异常独屏树下，军中号曰‘大树将军’。”
1956,大,肆,厥,辞,,大肆：毫无顾忌。厥：其，他的。铺张辞藻，大展文才。,da,si,jue,ci,dà,sì,jué,cí,明·刘基《〈宋景濂学士文集〉序》：“先生不分至高，极天下之书无不尽读，以其所蕴，大肆厥辞。其气韵沉雄如淮阴出师，百战百胜，志不少慑。”
1957,大,题,小,作,,将磊韪写成小文章。比喻把重大问题当作小事情来处理。,da,ti,xiao,zuo,dà,tí,xiǎo,zuò,
1958,大,天,白,日,～，人来人往，你就在这里忆不方便。（清·曹雪芹《红楼梦》第十二回）,白天。强调跟暮夜黑暗对照。,da,tian,bai,ri,dà,tiān,bái,rì,
1959,大,庭,广,众,这是秘密的事，他敢在～之下喧扬起来？（清·吴趼人《二十年目睹之怪现状》第八十六回）,大庭：宽大的场地；广众：为数很多的人群。指聚集很多人的公开场合。,da,ting,guang,zhong,dà,tíng,guǎng,zhòng,《孔丛子·公孙龙》：“使此人于广庭大众之中，见侮而不敢斗，王将以为臣乎？”
1960,大,同,小,异,,大体相同，略有差异。,da,tong,xiao,yi,dà,tóng,xiǎo,yì,《庄子·天下》：“大同而与小同异，此之谓小同异；万物毕同毕异，此之谓大同异。”
1961,大,头,小,尾,这是中国官场办事一向～惯的，并不是做书的人先祥后略，有始无终也。（清·李宝嘉《官场现形记》第三十三回）,犹“虎头蛇尾”。比喻做事前紧后松，有始无终。,da,tou,xiao,wei,dà,tóu,xiǎo,wěi,
1962,大,喜,过,望,灿若灯下一看，正是前日相逢之人，不觉～，方才放下了心。（明·凌濛初《初刻拍案惊奇》卷十六）,过：超过；望：希望。结果比原来希望的还好，因而感到特别高兴。,da,xi,guo,wang,dà,xǐ,guò,wàng,《汉书·黥布传》：“出就舍，张御食饮从官如汉王居，布又大喜过望。”
1963,大,贤,虎,变,～愚不测，当年颇似寻常人。（唐·李白《梁父吟》）,虎变：如虎身花纹的变化。比喻居上位者出处行动变化莫测。,da,xian,hu,bian,dà,xián,hǔ,biàn,《周易·革》：“大人虎变，未占有孚。”
1964,大,显,身,手,爱唱的人，就在舞台上痛痛快快唱吧！爱种棉花的，就在连成片的土地上～吧！（茹志娟《高高的白杨树》）,显：表露，表现；身手：指本领。充分显示出本领和才能。,da,xian,shen,shou,dà,xiǎn,shēn,shǒu,
1965,大,显,神,通,,神通：原为佛家语，指无所不能的力量。后指特别高超的本领。形容充分显示出高明的本领。,da,xian,shen,tong,dà,xiǎn,shén,tōng,明·吴承恩《西游记》第八十九回：“他三人辞了师父，在城外大显神通。”
